Gene	Category	Number of Datasets Detected In	Percent of Datasets Detected in 	All Average TPM 	Tau	NZ Average TPM	NZ Minimum TPM	NZ Standard Deviation 	Highest Maximum TPM	Highest Dataset with Maximum TPM	Highest Median of that Dataset	Highest Difference Between Gene Maximum and Dataset Median
AT2G35520	Other	5671	99.96	19.8618	0.3623	19.8688	0.4154	9.7277	96.627	SRR3581691	7.9008	88.7262
AT2G35530	Canonical	5673	100	11.5549	0.4028	11.5549	0.0968	6.3905	56.6147	ERR1698205	4.5515	52.0633
AT2G35540	Canonical	5672	99.98	9.438	0.6208	9.4397	0.0568	10.7087	301.5642	ERR1698204	4.7257	296.8385
AT2G35550	Canonical	5524	97.37	2.3152	0.7644	2.3776	0.0228	3.7403	50.1565	SRR3581691	7.9008	42.2557
AT2G35555	Unobserved	3087	54.42	0.2452	0.9208	0.4505	0.0141	0.5154	8.935	SRR5229952	7.0355	1.8995
AT2G35580	Unobserved	367	6.47	0.0126	0.9945	0.195	0.0072	0.3691	4.7495	SRR2828728	5.3449	-0.5954
AT2G35585	Other	5477	96.55	3.6638	0.7143	3.7949	0.0169	5.0937	52.9164	SRR2221855	10.7868	42.1296
AT2G35600	Canonical	5645	99.51	1.1793	0.7692	1.1851	0.0173	1.3113	17.134	SRR2073141	6.3874	10.7466
AT2G35605	Canonical	5670	99.95	31.8799	0.5331	31.8967	0.4496	39.1524	856.127	SRR2828727	1.6683	854.4586
AT2G35610	Canonical	5673	100	30.2397	0.4508	30.2397	0.0448	27.691	319.7502	SRR5448380	3.7449	316.0053
AT2G35612	Unobserved	2607	45.95	0.8324	0.9325	1.8114	0.0408	5.272	164.3307	SRR3664384	6.515	157.8157
AT2G35615	Canonical	465	8.2	0.4912	0.9865	5.9923	0.0119	16.1425	123.2695	SRR3581888	8.4986	114.771
AT2G35620	Canonical	5672	99.98	17.9732	0.378	17.9764	0.0152	9.2131	90.2884	SRR5480330	1.6657	88.6227
AT2G35630	Canonical	5673	100	20.8915	0.4273	20.8915	0.5336	13.3522	161.8294	SRR3664390	3.4398	158.3896
AT2G35635	Canonical	5673	100	103.9896	0.2438	103.9896	1.9308	42.2536	419.2735	ERR1337955	5.0664	414.2071
AT2G35640	Other	5471	96.44	2.8266	0.7764	2.931	0.0288	4.85	86.7948	SRR3664390	3.4398	83.355
AT2G35650	Canonical	5647	99.54	16.2185	0.3769	16.2931	0.0153	8.9213	73.4537	SRR5235492	11.0562	62.3975
AT2G35658	Canonical	5578	98.33	6.3598	0.6676	6.4681	0.0765	10.1696	108.1658	SRR4048224	6.1307	102.0351
AT2G35660	Canonical	5654	99.67	16.8299	0.4147	16.8865	0.0286	12.664	77.2667	SRR4113362	6.1271	71.1396
AT2G35670	Unobserved	2058	36.28	0.1845	0.9776	0.5086	0.0033	1.9872	32.6854	SRR5229948	8.1855	24.4999
AT2G35680	Canonical	5673	100	110.8235	0.3238	110.8235	0.8508	76.0617	808.3788	SRR1976489	2.706	805.6728
AT2G35690	Canonical	5668	99.91	11.6827	0.4658	11.693	0.054	6.3457	94.1933	SRR5167795	2.0685	92.1248
AT2G35700	Unobserved	5480	96.6	4.4504	0.7341	4.6071	0.0263	7.5754	158.9179	SRR2037352	6.3391	152.5788
AT2G35710	Canonical	5643	99.47	7.3638	0.7915	7.4029	0.0102	28.8851	1051.0201	SRR3664416	4.1458	1046.8743
AT2G35720	Canonical	5673	100	11.9803	0.4148	11.9803	0.0352	5.5873	67.0359	SRR2086497	3.9574	63.0785
AT2G35730	Unobserved	4168	73.47	2.9196	0.8418	3.9739	0.0143	8.5971	148.8771	SRR4293718	2.6309	146.2462
AT2G35736	Canonical	5666	99.88	11.9242	0.5319	11.939	0.0917	7.9556	167.9519	SRR1231509	2.6304	165.3215
AT2G35740	Other	5665	99.86	4.7203	0.6533	4.727	0.0247	3.9725	101.3539	ERR1698199	6.792	94.5618
AT2G35750	Unobserved	5670	99.95	205.2877	0.6439	205.3963	0.1361	1050.9881	29056.134	SRR2102895	6.7267	29049.4073
AT2G35760	Canonical	5667	99.89	15.4496	0.609	15.466	0.0471	22.4249	502.3652	SRR5229968	8.2271	494.138
AT2G35765	Canonical	2230	39.31	6.9635	0.9643	17.7147	0.0225	147.6925	4657.0407	SRR5479136	0.2168	4656.8239
AT2G35770	Canonical	4731	83.4	4.5203	0.8251	5.4204	0.0059	13.5904	266.9588	SRR5469579	4.3615	262.5972
AT2G35780	Canonical	5672	99.98	43.3223	0.2413	43.3299	0.1698	18.3634	124.9609	SRR1231506	1.6647	123.2962
AT2G35790	Canonical	5672	99.98	42.5315	0.3648	42.539	0.251	24.2918	296.2341	SRR3714286	3.9965	292.2376
AT2G35795	Canonical	5673	100	31.142	0.4968	31.142	0.3475	19.1908	791.0027	SRR3453113	6.7433	784.2594
AT2G35800	Canonical	5672	99.98	28.0251	0.3987	28.0301	0.3502	14.0442	218.4992	SRR4036616	4.8944	213.6047
AT2G35810	Canonical	5672	99.98	42.6451	0.4086	42.6527	0.0802	31.8015	369.7947	SRR4113376	6.1482	363.6464
AT2G35820	Canonical	5555	97.92	23.6884	0.4751	24.1916	0.0217	22.1202	187.5955	SRR1917203	7.1624	180.4331
AT2G35830	Canonical	5505	97.04	75.0993	0.4185	77.3911	0.0284	67.2675	473.5163	SRR3383697	5.5177	467.9985
AT2G35840	Canonical	5673	100	38.7638	0.3342	38.7638	0.9209	21.4998	201.5828	SRR5112417	11.7212	189.8616
AT2G35860	Canonical	5672	99.98	55.0776	0.5437	55.0873	0.0335	89.9718	3072.3261	SRR2131891	3.7116	3068.6146
AT2G35880	Canonical	5673	100	42.5229	0.4106	42.5229	0.0959	31.46	429.258	SRR3480198	5.4675	423.7905
AT2G35890	Canonical	3228	56.9	0.8001	0.9224	1.4061	0.005	3.4884	73.0906	SRR5238815	0.0487	73.0419
AT2G35900	Canonical	5673	100	19.7477	0.45	19.7477	0.7489	10.9503	204.0842	SRR2828722	0.852	203.2322
AT2G35910	Other	5539	97.64	7.1523	0.6696	7.3254	0.0245	10.2124	122.4131	SRR3714293	3.1278	119.2854
AT2G35920	Canonical	5672	99.98	16.9062	0.4223	16.9092	0.1921	9.721	112.2918	SRR1773555	8.6788	103.613
AT2G35930	Unobserved	5440	95.89	14.0444	0.7706	14.6459	0.0121	52.8644	1632.5338	SRR3664418	4.3165	1628.2173
AT2G35940	Canonical	5655	99.68	62.3711	0.4728	62.5697	0.0123	72.8393	1036.8656	SRR2079784	1.8452	1035.0204
AT2G35950	Unobserved	5320	93.78	2.6688	0.7825	2.8459	0.0203	4.5804	74.3359	SRR5488391	6.7793	67.5566
AT2G35960	Canonical	5584	98.43	38.1805	0.4834	38.789	0.0239	36.6543	419.4649	SRR3724737	3.4243	416.0407
AT2G35965	Unobserved	1232	21.72	0.0605	0.9888	0.2786	0.0089	1.1666	37.7271	ERR1698208	7.8572	29.8699
AT2G35970	Unobserved	569	10.03	0.0252	0.9851	0.2511	0.0161	0.2893	2.9523	SRR3460180	9.8596	-6.9073
AT2G35980	Canonical	4614	81.33	17.4565	0.797	21.4631	0.0236	66.9215	1143.4294	SRR3124998	5.8879	1137.5415
AT2G35990	Unobserved	2917	51.42	0.1532	0.9656	0.2979	0.002	0.7571	19.4835	SRR5238815	0.0487	19.4348
AT2G36000	Canonical	5661	99.79	58.8775	0.3419	59.0023	0.0653	35.8971	318.6231	SRR3724787	2.7272	315.8959
AT2G36010	Canonical	5669	99.93	5.3922	0.5352	5.3961	0.0306	4.7156	33.2299	ERR1698209	6.5967	26.6332
AT2G36020	Canonical	2796	49.29	3.3166	0.9721	6.7293	0.0101	71.3941	2080.0439	SRR3581850	0.9656	2079.0783
AT2G36026	Canonical	5549	97.81	9.5363	0.5929	9.7494	0.0754	12.6135	104.0495	ERR1588887	6.3179	97.7316
AT2G36050	Other	5633	99.29	16.1089	0.5107	16.2233	0.0153	15.3442	143.7359	SRR3581854	4.5495	139.1864
AT2G36060	Canonical	5673	100	89.7099	0.2301	89.7099	0.5234	32.6162	313.1637	SRR1231506	1.6647	311.499
AT2G36070	Canonical	5673	100	24.6918	0.3733	24.6918	0.0316	13.6778	139.8443	SRR5239991	3.9493	135.895
AT2G36080	Canonical	5663	99.82	9.4752	0.6138	9.4919	0.0145	11.0071	157.1416	SRR3290790	4.814	152.3276
AT2G36090	Unobserved	5584	98.43	12.2702	0.6433	12.4658	0.0493	19.8079	261.5968	SRR5031486	8.7549	252.8419
AT2G36100	Canonical	4051	71.41	53.0599	0.7968	74.3048	0.0163	324.7085	11285.0478	SRR3664378	2.3196	11282.7281
AT2G36110	Unobserved	3815	67.25	0.7046	0.9136	1.0478	0.0197	2.0271	72.4789	SRR3363532	9.2367	63.2422
AT2G36120	Other	5399	95.17	336.4992	0.5642	353.5765	0.0294	856.6549	23640.9384	SRR2037331	4.5825	23636.3559
AT2G36130	Canonical	5672	99.98	39.0959	0.4576	39.1028	0.1948	24.609	692.6129	SRR1231506	1.6647	690.9482
AT2G36145	Canonical	5625	99.15	95.76	0.3679	96.5772	0.0943	80.4068	485.6284	SRR3141291	5.2589	480.3694
AT2G36160	Canonical	5672	99.98	280.4326	0.3135	280.4821	0.7413	223.163	2533.4025	SRR3581831	2.796	2530.6065
AT2G36170	Canonical	5671	99.96	181.1542	0.3029	181.2181	2.0046	145.971	1174.8676	SRR3581893	4.156	1170.7116
AT2G36180	Other	1262	22.25	0.278	0.9722	1.2498	0.0221	3.6892	78.2403	SRR3581691	7.9008	70.3395
AT2G36190	Canonical	1533	27.02	1.5535	0.9719	5.7488	0.0036	20.2786	477.127	SRR3581853	4.4943	472.6328
AT2G36200	Canonical	5661	99.79	10.718	0.5561	10.7407	0.0096	11.6366	96.2291	SRR5469591	2.1459	94.0833
AT2G36210	Unobserved	4278	75.41	2.0624	0.8598	2.735	0.0228	5.3218	144.4255	SRR1763901	2.8069	141.6186
AT2G36220	Canonical	5672	99.98	64.7155	0.5554	64.727	0.108	109.7732	3090.998	SRR5167803	1.1211	3089.8769
AT2G36230	Canonical	5670	99.95	20.5657	0.4763	20.5765	0.0653	11.9814	253.761	SRR1231509	2.6304	251.1306
AT2G36240	Canonical	5671	99.96	32.4246	0.301	32.436	0.1373	11.1779	136.4224	ERR1698203	5.5134	130.9089
AT2G36250	Canonical	5673	100	52.5059	0.2726	52.5059	0.1671	24.6069	196.0064	SRR5755227	4.6231	191.3833
AT2G36255	Canonical	1107	19.51	15.487	0.9755	79.3656	0.0324	458.4804	7070.4554	SRR2221843	10.2112	7060.2442
AT2G36260	Other	621	10.95	0.1123	0.9918	1.0257	0.0198	4.4306	60.7864	DRR070511	9.5557	51.2308
AT2G36270	Canonical	5591	98.55	9.0923	0.7889	9.2256	0.0174	29.5637	610.8666	SRR3581892	0.8006	610.066
AT2G36290	Canonical	5672	99.98	36.7619	0.4334	36.7683	0.1066	39.7425	311.3969	SRR5238817	6.5346	304.8623
AT2G36295	Unobserved	4060	71.57	1.6962	0.8753	2.3701	0.0309	4.6402	139.0255	SRR5097585	6.6471	132.3784
AT2G36300	Canonical	5672	99.98	32.7514	0.3758	32.7572	0.3264	16.1118	235.3848	SRR5448377	4.7432	230.6417
AT2G36305	Canonical	5673	100	7.4203	0.5271	7.4203	0.0265	4.4526	68.5897	SRR2828731	0.3128	68.2769
AT2G36310	Canonical	5673	100	31.2265	0.5218	31.2265	0.1584	31.2032	926.3555	SRR3664378	2.3196	924.0359
AT2G36320	Canonical	5673	100	99.2278	0.395	99.2278	0.074	106.2366	967.7271	SRR3393592	4.8794	962.8477
AT2G36325	Canonical	2082	36.7	0.5161	0.9734	1.4062	0.0048	6.6351	79.9364	SRR3581888	8.4986	71.4378
AT2G36330	Canonical	5672	99.98	13.1246	0.5219	13.1269	0.1332	7.468	195.7835	SRR3664372	4.6628	191.1207
AT2G36340	Canonical	5673	100	8.9214	0.5713	8.9214	0.0411	6.8577	144.2381	SRR2828729	2.0718	142.1664
AT2G36350	Canonical	5669	99.93	13.3147	0.5104	13.3241	0.0836	12.1895	133.9041	SRR3286489	7.043	126.8611
AT2G36355	Other	5440	95.89	2.2011	0.8172	2.2954	0.038	4.8008	197.4017	SRR3664389	3.384	194.0177
AT2G36360	Canonical	5668	99.91	8.4229	0.4029	8.4303	0.0377	3.7002	36.0941	SRR5238816	0.1146	35.9796
AT2G36370	Canonical	5669	99.93	3.6406	0.5353	3.6432	0.0059	2.0308	21.3237	SRR2922629	22.2932	-0.9695
AT2G36380	Canonical	5672	99.98	54.0076	0.4849	54.0171	0.087	76.653	649.9842	SRR4024918	5.696	644.2882
AT2G36390	Canonical	5672	99.98	43.5838	0.4261	43.5915	0.1263	41.1418	443.95	SRR3371311	5.1228	438.8272
AT2G36400	Canonical	5667	99.89	24.1477	0.5521	24.1732	0.0395	24.6048	513.5876	SRR1231506	1.6647	511.9228
AT2G36410	Canonical	5673	100	57.0316	0.3465	57.0316	0.6117	41.1574	357.6483	SRR2088867	5.5068	352.1415
AT2G36420	Canonical	5673	100	19.7662	0.5169	19.7662	0.1467	19.9277	260.499	ERR1698207	7.4333	253.0657
AT2G36430	Canonical	5582	98.4	17.3985	0.4822	17.6821	0.0123	14.9376	132.8586	SRR2559272	6.8934	125.9652
AT2G36440	Unobserved	1617	28.5	0.59	0.9642	2.07	0.036	10.8902	204.4261	SRR2086497	3.9574	200.4687
AT2G36450	Unobserved	457	8.06	0.1172	0.9892	1.4551	0.0167	4.0814	60.1454	SRR5936240	7.2664	52.879
AT2G36460	Canonical	5673	100	158.5126	0.3696	158.5126	1.2919	149.056	2110.7076	SRR1810778	8.9379	2101.7698
AT2G36470	Unobserved	5666	99.88	10.0007	0.4691	10.0131	0.0436	7.7934	59.6519	SRR3383521	6.3321	53.3198
AT2G36480	Canonical	5673	100	12.7845	0.41	12.7845	0.6184	5.6388	74.1092	ERR1698207	7.4333	66.6759
AT2G36490	Canonical	5663	99.82	17.6318	0.4406	17.6629	0.0141	14.3868	113.35	SRR3348551	9.5463	103.8037
AT2G36500	Canonical	5643	99.47	2.9067	0.7126	2.9221	0.0203	3.3222	63.5109	SRR5479136	0.2168	63.2941
AT2G36530	Canonical	5673	100	486.1882	0.2391	486.1882	5.1947	302.6806	2665.4277	ERR472926	6.1932	2659.2345
AT2G36540	Unobserved	4820	84.96	7.4364	0.8972	8.7524	0.0289	57.1036	1149.8773	SRR1773586	9.1939	1140.6834
AT2G36550	Unobserved	1248	22	0.3902	0.9683	1.7738	0.0117	5.6334	96.3333	SRR3461462	7.641	88.6923
AT2G36560	Canonical	1262	22.25	0.0751	0.9885	0.3374	0.0045	1.4691	26.709	SRR5229954	5.0967	21.6122
AT2G36570	Canonical	5655	99.68	28.408	0.5535	28.4984	0.0188	42.7879	526.4664	SRR5487688	10.2641	516.2022
AT2G36580	Canonical	5673	100	56.7038	0.3966	56.7038	1.5976	46.0995	540.617	SRR1810778	8.9379	531.6792
AT2G36590	Other	5498	96.92	5.2947	0.8014	5.4632	0.0083	16.0412	511.5622	SRR3725458	3.5794	507.9828
AT2G36610	Unobserved	3596	63.39	0.6426	0.9157	1.0137	0.0111	1.9157	54.8573	ERR1698203	5.5134	49.3439
AT2G36620	Canonical	5673	100	228.0126	0.3351	228.0126	2.1749	196.1881	2200.8414	SRR2828727	1.6683	2199.173
AT2G36630	Canonical	5652	99.63	22.0854	0.568	22.1675	0.0268	29.4491	417.9297	SRR5748831	4.7929	413.1368
AT2G36640	Canonical	4228	74.53	14.7519	0.9006	19.7937	0.0077	103.4912	1688.1964	SRR5363474	1.3473	1686.8491
AT2G36650	Unobserved	5394	95.08	8.265	0.8492	8.6925	0.0258	55.0315	1747.673	SRR3664384	6.515	1741.158
AT2G36660	Canonical	5352	94.34	2.0009	0.8879	2.1209	0.0101	7.8812	284.9426	SRR5479136	0.2168	284.7258
AT2G36670	Canonical	5671	99.96	9.9316	0.4582	9.9351	0.2137	5.4912	65.7887	ERR1698204	4.7257	61.0629
AT2G36680	Canonical	5672	99.98	21.2199	0.3963	21.2236	0.2293	11.6059	135.0179	ERR1194857	4.0063	131.0116
AT2G36690	Canonical	4825	85.05	8.2138	0.8508	9.6574	0.0099	54.4266	986.4796	SRR4048233	5.252	981.2275
AT2G36695	Unobserved	2695	47.51	0.9823	0.9451	2.0677	0.0118	7.6689	129.8921	SRR3581888	8.4986	121.3935
AT2G36700	Unobserved	204	3.6	0.0092	0.9971	0.2555	0.007	0.6329	7.0776	SRR5452982	5.71	1.3676
AT2G36710	Canonical	3562	62.79	0.7656	0.9558	1.2193	0.0052	9.4136	266.9377	SRR3581897	3.9585	262.9792
AT2G36720	Canonical	5673	100	16.4002	0.3352	16.4002	0.0424	7.263	62.197	SRR1773580	9.2074	52.9896
AT2G36724	Unobserved	786	13.86	6.1635	0.9808	44.4856	0.0339	286.0561	3765.2131	SRR5229964	7.5475	3757.6656
AT2G36730	Canonical	5660	99.77	6.452	0.6587	6.4668	0.0386	6.5825	194.7342	ERR1698201	8.6453	186.0889
AT2G36740	Canonical	5673	100	10.9498	0.5647	10.9498	0.0129	9.6971	227.8588	ERR1698199	6.792	221.0668
AT2G36750	Canonical	4522	79.71	5.0827	0.8384	6.3764	0.0071	18.3176	489.2188	SRR4293718	2.6309	486.5879
AT2G36760	Canonical	1757	30.97	0.415	0.9776	1.34	0.0073	7.4811	98.9117	SRR5229953	6.6416	92.2701
AT2G36770	Canonical	4730	83.38	4.1419	0.8263	4.9677	0.018	13.037	226.2048	SRR4293721	1.4602	224.7446
AT2G36780	Canonical	4885	86.11	5.0674	0.8316	5.8848	0.0157	18.6419	404.535	SRR4293717	3.8166	400.7184
AT2G36790	Canonical	5106	90.01	16.4852	0.7516	18.3158	0.0122	118.1074	3678.9204	SRR2086506	4.4795	3674.4409
AT2G36800	Canonical	5504	97.02	28.7152	0.6785	29.5969	0.0138	90.4346	2221.7198	SRR2086503	4.2668	2217.453
AT2G36810	Canonical	5673	100	8.3629	0.4632	8.3629	0.091	4.842	50.5916	SRR1773567	10.1757	40.4159
AT2G36815	Unobserved	2916	51.4	0.4131	0.921	0.8036	0.0223	1.3466	22.4906	SRR3383638	5.3713	17.1193
AT2G36830	Canonical	5644	99.49	707.1862	0.3375	710.8199	0.0351	718.7357	10107.3311	SRR3664402	4.8241	10102.507
AT2G36835	Canonical	5673	100	45.4936	0.3298	45.4936	0.185	25.2313	245.5588	SRR4407754	5.441	240.1178
AT2G36840	Canonical	5672	99.98	8.2026	0.5848	8.2041	0.0858	5.4396	154.2106	SRR2828730	0.4495	153.7611
AT2G36850	Canonical	5673	100	20.2993	0.4258	20.2993	0.4712	12.0123	158.7854	SRR1773565	10.6749	148.1105
AT2G36870	Canonical	5566	98.11	26.8109	0.5926	27.3263	0.0161	44.1027	874.4783	SRR3480145	5.6168	868.8615
AT2G36880	Canonical	5673	100	412.5481	0.3185	412.5481	1.7092	326.429	4475.5311	SRR2131891	3.7116	4471.8195
AT2G36885	Canonical	5655	99.68	26.4384	0.4662	26.5225	0.0282	23.9301	232.7172	SRR3290792	2.8461	229.8711
AT2G36890	Other	5325	93.87	9.8325	0.7148	10.4751	0.0161	16.6371	302.7964	SRR2088867	5.5068	297.2896
AT2G36895	Other	5673	100	37.9485	0.3482	37.9485	0.0619	26.8465	189.3141	SRR3725482	4.2719	185.0422
AT2G36900	Canonical	5673	100	27.8532	0.4426	27.8532	0.2685	25.1226	267.7431	SRR1947736	2.5919	265.1512
AT2G36910	Canonical	5673	100	52.112	0.3559	52.112	0.089	37.8028	341.9782	SRR5222800	2.7804	339.1979
AT2G36920	Unobserved	2170	38.25	0.0962	0.9575	0.2514	0.0117	0.3111	5.3165	SRR3664390	3.4398	1.8767
AT2G36930	Canonical	5672	99.98	69.188	0.369	69.2002	0.2532	44.5075	641.0175	SRR5239991	3.9493	637.0682
AT2G36950	Canonical	5672	99.98	58.7531	0.5228	58.7635	0.0868	85.8907	1941.1859	SRR3664382	5.8856	1935.3003
AT2G36960	Canonical	5673	100	7.9881	0.4686	7.9881	0.3086	3.8041	52.2507	SRR5167795	2.0685	50.1823
AT2G36970	Canonical	5363	94.54	12.8227	0.6738	13.5639	0.0063	22.0152	407.3337	SRR3714293	3.1278	404.2059
AT2G36980	Unobserved	5640	99.42	2.1018	0.7032	2.1141	0.0359	1.3983	32.5474	ERR1698201	8.6453	23.9021
AT2G36985	Unobserved	3660	64.52	1.1987	0.884	1.8579	0.0288	3.3063	93.5974	SRR1231507	0.7191	92.8783
AT2G36990	Canonical	5671	99.96	56.0451	0.273	56.0649	0.0243	32.4748	167.0495	SRR1802172	5.4173	161.6323
AT2G37000	Unobserved	4700	82.85	0.9526	0.8491	1.1498	0.0204	1.6717	27.1038	SRR1231507	0.7191	26.3847
AT2G37010	Canonical	587	10.35	0.1088	0.9921	1.0514	0.0024	4.344	64.746	SRR3581852	0.7188	64.0272
AT2G37020	Canonical	5672	99.98	16.6677	0.3905	16.6706	0.0688	11.1391	82.8772	SRR3508141	2.2619	80.6154
AT2G37025	Unobserved	5602	98.75	4.8663	0.6749	4.928	0.0164	5.8024	76.9712	SRR2980111	8.7826	68.1886
AT2G37030	Unobserved	3493	61.57	1.5766	0.8502	2.5605	0.0175	3.8708	48.3925	SRR3068375	5.5533	42.8393
AT2G37035	Canonical	5672	99.98	22.2055	0.3787	22.2094	0.5616	10.313	132.9206	SRR2828722	0.852	132.0686
AT2G37040	Canonical	5673	100	184.0833	0.4279	184.0833	0.0233	236.9438	2847.2021	SRR3664387	4.49	2842.7121
AT2G37050	Canonical	5672	99.98	28.3363	0.4245	28.3413	0.0239	18.0885	255.7964	SRR3664387	4.49	251.3064
AT2G37060	Canonical	5671	99.96	9.7955	0.541	9.7989	0.0307	7.8651	104.0492	SRR5020739	6.9913	97.0579
AT2G37070	Canonical	5576	98.29	1.1835	0.7936	1.2041	0.0149	1.3512	23.015	SRR3664391	1.8349	21.1802
AT2G37080	Canonical	5673	100	34.6235	0.4635	34.6235	0.0331	32.9795	406.1011	ERR1698205	4.5515	401.5497
AT2G37090	Canonical	5406	95.29	7.5382	0.8067	7.9105	0.0148	47.2986	2269.1486	SRR3664390	3.4398	2265.7088
AT2G37100	Canonical	5591	98.55	6.6718	0.5135	6.7696	0.0178	4.734	41.0466	ERR1194857	4.0063	37.0404
AT2G37110	Canonical	5673	100	131.1683	0.3154	131.1683	3.0007	91.6583	943.6106	ERR1194859	3.984	939.6266
AT2G37120	Other	5672	99.98	54.8407	0.4627	54.8504	0.1777	48.6123	1059.5473	SRR5755224	4.5298	1055.0175
AT2G37125	Unobserved	271	4.78	0.1853	0.9914	3.8788	0.0257	9.7806	103.0233	SRR5172168	2.0832	100.9401
AT2G37130	Canonical	5520	97.3	180.089	0.6376	185.0806	0.0128	637.7508	14242.8289	SRR5826944	6.7804	14236.0484
AT2G37140	Unobserved	564	9.94	0.0319	0.9862	0.3212	0.0183	0.4428	4.8241	SRR5452976	6.6263	-1.8022
AT2G37150	Canonical	5673	100	7.0039	0.5132	7.0039	0.15	5.3458	48.1193	SRR1773563	9.9314	38.1879
AT2G37160	Canonical	5672	99.98	11.4773	0.3753	11.4794	0.0545	5.1132	47.944	SRR2922629	22.2932	25.6508
AT2G37170	Canonical	5665	99.86	261.529	0.4443	261.8984	0.0182	429.9874	4748.438	SRR3393590	4.5718	4743.8662
AT2G37180	Canonical	5665	99.86	76.1597	0.5289	76.2672	0.0334	135.1634	2472.358	SRR2088870	5.2461	2467.1119
AT2G37190	Other	5673	100	519.8904	0.2695	519.8904	1.9239	450.7558	3390.0527	SRR3209578	2.8301	3387.2226
AT2G37195	Canonical	5665	99.86	3.9979	0.6413	4.0035	0.1588	2.3807	69.4347	ERR1698204	4.7257	64.709
AT2G37200	Unobserved	5673	100	34.1736	0.4426	34.1736	0.2814	24.2289	427.3147	SRR2131893	4.4654	422.8494
AT2G37210	Other	5025	88.58	1.5972	0.8557	1.8031	0.0045	3.4543	101.8664	SRR5469591	2.1459	99.7205
AT2G37220	Canonical	5673	100	723.8994	0.2261	723.8994	1.1829	475.4314	3170.7334	SRR4113360	5.3107	3165.4228
AT2G37230	Canonical	5671	99.96	28.3987	0.4014	28.4087	0.2903	19.1642	198.9778	SRR5469591	2.1459	196.8319
AT2G37240	Canonical	5671	99.96	32.4013	0.3952	32.4127	0.0938	27.5801	175.4861	ERR1433122	3.7719	171.7142
AT2G37250	Canonical	5673	100	65.6076	0.311	65.6076	0.0544	41.7171	331.4122	ERR560475	6.9294	324.4828
AT2G37260	Canonical	5601	98.73	5.8161	0.684	5.8909	0.0212	8.3478	136.7383	SRR4044748	8.0149	128.7233
AT2G37270	Canonical	5673	100	198.9737	0.2911	198.9737	0.9648	149.7415	1239.1283	ERR1588795	3.0502	1236.078
AT2G37280	Canonical	5472	96.46	4.1202	0.7865	4.2715	0.0032	9.0655	126.9768	SRR1781772	8.2097	118.7672
AT2G37290	Canonical	5347	94.25	1.2581	0.8622	1.3348	0.0039	2.7488	64.457	ERR1698198	6.0933	58.3637
AT2G37300	Canonical	5578	98.33	6.2058	0.6381	6.3115	0.0108	7.1684	90.8446	ERR1698195	8.9484	81.8962
AT2G37310	Canonical	5665	99.86	5.5489	0.5692	5.5567	0.0284	4.1805	50.4848	SRR2828728	5.3449	45.14
AT2G37320	Unobserved	5651	99.61	2.9765	0.5935	2.9881	0.0374	2.0348	21.8339	SRR3956088	7.8157	14.0182
AT2G37330	Canonical	5635	99.33	11.6343	0.5087	11.7127	0.0539	9.16	104.7161	SRR5448376	7.7138	97.0023
AT2G37340	Canonical	5673	100	81.8036	0.4234	81.8036	1.118	58.4359	1588.3459	SRR5344020	7.0619	1581.284
AT2G37360	Canonical	5664	99.84	15.4529	0.5617	15.4774	0.0985	18.515	280.5195	SRR5238815	0.0487	280.4708
AT2G37370	Canonical	4884	86.09	0.4455	0.9323	0.5174	0.0044	1.3207	47.5638	SRR5238816	0.1146	47.4493
AT2G37380	Canonical	5544	97.73	6.7672	0.6288	6.9247	0.0181	6.772	106.2901	ERR1698204	4.7257	101.5644
AT2G37390	Canonical	5284	93.14	7.6718	0.6627	8.2366	0.0126	10.9362	136.9557	SRR5469591	2.1459	134.8099
AT2G37400	Canonical	5671	99.96	40.4323	0.4213	40.4466	0.4411	28.1776	431.8631	SRR2828732	0.2315	431.6316
AT2G37410	Canonical	5673	100	159.907	0.3155	159.907	3.2739	102.2957	1327.5324	SRR1231506	1.6647	1325.8677
AT2G37420	Canonical	5667	99.89	6.3079	0.6107	6.3146	0.0146	6.5329	72.2508	ERR1698207	7.4333	64.8175
AT2G37430	Other	4748	83.69	14.591	0.8548	17.4336	0.0352	150.2261	5231.6803	SRR3664416	4.1458	5227.5345
AT2G37435	Canonical	1207	21.28	0.759	0.9804	3.5674	0.013	16.8597	180.5424	ERR1588892	7.0133	173.5291
AT2G37440	Other	4234	74.63	2.1384	0.8632	2.8652	0.0058	6.0356	105.1514	SRR3664388	5.6565	99.4948
AT2G37450	Unobserved	5629	99.22	20.2791	0.4663	20.4376	0.0096	14.4408	175.559	ERR1698197	7.068	168.491
AT2G37460	Canonical	5533	97.53	17.2535	0.6331	17.69	0.0105	25.45	626.7571	ERR377680	5.7004	621.0567
AT2G37470	Canonical	5671	99.96	86.206	0.4429	86.2364	0.1152	86.2654	1673.7061	SRR5479136	0.2168	1673.4892
AT2G37480	Canonical	5673	100	100.5831	0.2393	100.5831	0.7456	47.0749	367.2692	SRR5197932	7.1814	360.0878
AT2G37500	Canonical	5673	100	26.1374	0.3541	26.1374	0.0885	12.0312	136.562	ERR1698207	7.4333	129.1287
AT2G37510	Canonical	5650	99.59	6.3001	0.6713	6.3257	0.0273	7.2677	167.2462	SRR1231506	1.6647	165.5814
